,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,1,0,999,1,0,996,0,3,997,0,3,1000
1,752,364,248,388,364,247,388,1,247,752,1,248
2,872,737,128,135,737,127,135,1,127,872,1,128
3,923,537,77,386,537,57,385,20,58,922,20,78
4,776,663,224,113,663,26,112,198,27,775,198,225
5,846,589,154,257,589,33,255,121,35,844,121,156
6,315,145,685,170,145,36,168,649,38,313,649,687
7,904,646,96,258,646,15,257,81,16,903,81,97
8,414,231,586,183,231,30,182,556,31,413,556,587
9,903,595,97,308,595,17,291,80,34,886,80,114
10,330,178,670,152,178,36,145,634,43,323,634,677
11,912,608,88,304,608,17,291,71,30,899,71,101
12,348,179,652,169,179,34,162,618,41,341,618,659
13,888,563,112,325,563,18,308,94,35,871,94,129
14,336,165,664,171,165,26,160,638,37,325,638,675
15,891,567,109,324,567,9,306,100,27,873,100,127
16,366,210,634,156,210,31,146,603,41,356,603,644
17,814,550,186,264,550,16,237,170,43,787,170,213
18,374,203,626,171,203,36,156,590,51,359,590,641
19,835,545,165,290,545,19,263,146,46,808,146,192
20,352,183,648,169,183,33,158,615,44,341,615,659
21,856,586,144,270,586,19,246,125,43,832,125,168
22,394,203,606,191,203,27,174,579,44,377,579,623
23,761,504,239,257,504,26,236,213,47,740,213,260
24,413,248,587,165,248,30,153,557,42,401,557,599
25,782,501,218,281,501,29,258,189,52,759,189,241
26,446,252,554,194,252,31,180,523,45,432,523,568
27,670,434,330,236,434,34,219,296,51,653,296,347
28,497,304,503,193,304,27,174,476,46,478,476,522
29,613,356,387,257,356,24,230,363,51,586,363,414
30,501,296,499,205,296,33,184,466,54,480,466,520
31,610,384,390,226,384,36,206,354,56,590,354,410
32,504,294,496,210,294,32,185,464,57,479,464,521
33,584,339,416,245,339,25,213,391,57,552,391,448
34,509,303,491,206,303,33,181,458,58,484,458,516
35,590,364,410,226,364,29,195,381,60,559,381,441
36,519,276,481,243,276,24,209,457,58,485,457,515
37,609,356,391,253,356,23,217,368,59,573,368,427
38,491,278,509,213,278,27,181,482,59,459,482,541
39,617,384,383,233,384,29,204,354,58,588,354,412
40,491,296,509,195,296,29,164,480,60,460,480,540
41,625,402,375,223,402,30,191,345,62,593,345,407
42,520,317,480,203,317,31,172,449,62,489,449,511
43,605,348,395,257,348,26,221,369,62,569,369,431
44,527,301,473,226,301,28,182,445,72,483,445,517
45,572,326,428,246,326,31,205,397,72,531,397,469
46,538,314,462,224,314,26,180,436,70,494,436,506
47,598,352,402,246,352,31,191,371,86,543,371,457
48,540,291,460,249,291,24,187,436,86,478,436,522
49,592,329,408,263,329,31,198,377,96,527,377,473
50,530,295,470,235,295,36,171,434,100,466,434,534
51,616,321,384,295,321,27,200,357,122,521,357,479
52,558,303,442,255,303,23,156,419,122,459,419,541
53,593,323,407,270,323,31,185,376,116,508,376,492
54,554,287,446,267,287,29,173,417,123,460,417,540
55,602,327,398,275,327,28,180,370,123,507,370,493
56,555,286,445,269,286,37,173,408,133,459,408,541
57,648,348,352,300,348,30,168,322,162,516,322,484
58,584,289,416,295,289,27,173,389,149,462,389,538
59,585,289,415,296,289,29,160,386,165,449,386,551
60,591,305,409,286,305,24,161,385,149,466,385,534
61,612,316,388,296,316,29,165,359,160,481,359,519
62,585,276,415,309,276,33,179,382,163,455,382,545
63,578,308,422,270,308,37,151,385,156,459,385,541
64,626,311,374,315,311,33,170,341,178,481,341,519
65,569,284,431,285,284,39,170,392,154,454,392,546
66,623,322,377,301,322,37,157,340,181,479,340,521
67,591,293,409,298,293,30,154,379,174,447,379,553
68,609,310,391,299,310,39,167,352,171,477,352,523
69,563,265,437,298,265,44,172,393,170,437,393,563
70,620,273,380,347,273,39,182,341,204,455,341,545
71,604,316,396,288,316,45,151,351,182,467,351,533
72,582,276,418,306,276,41,170,377,177,446,377,554
73,603,318,397,285,318,45,151,352,179,469,352,531
74,580,288,420,292,288,50,151,370,191,439,370,561
75,619,277,381,342,277,47,182,334,207,459,334,541
76,582,296,418,286,296,54,164,364,176,460,364,540
77,588,317,412,271,317,56,155,356,172,472,356,528
78,607,308,393,299,308,52,151,341,200,459,341,541
79,567,275,433,292,275,65,175,368,182,450,368,550
80,612,311,388,301,311,58,178,330,181,489,330,511
81,563,269,437,294,269,74,166,363,202,435,363,565
82,595,297,405,298,297,86,178,319,206,475,319,525
83,578,277,422,301,277,96,159,326,238,436,326,564
84,563,285,437,278,285,93,162,344,209,447,344,553
85,575,287,425,288,287,118,157,307,249,444,307,556
86,569,266,431,303,266,114,158,317,259,424,317,576
87,606,293,394,313,293,122,177,272,258,470,272,530
88,579,292,421,287,292,116,167,305,236,459,305,541
89,543,269,457,274,269,130,163,327,241,432,327,568
90,567,294,433,273,294,146,176,287,243,470,287,530
91,544,270,456,274,270,158,168,298,264,438,298,562
92,537,284,463,253,284,170,181,293,242,465,293,535
93,528,278,472,250,278,176,148,296,278,426,296,574
94,577,286,423,291,286,184,190,239,285,476,239,524
95,523,291,477,232,291,204,159,273,277,450,273,550
96,566,306,434,260,306,206,164,228,302,470,228,530
97,521,270,479,251,270,214,171,265,294,441,265,559
98,563,306,437,257,306,229,166,208,320,472,208,528
99,523,272,477,251,272,214,172,263,293,444,263,556
