,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,513,189,487,324,189,325,262,162,387,451,162,549
1,500,225,500,275,225,292,263,208,304,488,208,512
2,533,238,467,295,238,234,230,233,299,468,233,532
3,539,255,461,284,255,251,253,210,282,508,210,492
4,522,238,478,284,238,264,242,214,306,480,214,520
5,558,263,442,295,263,231,241,211,285,504,211,496
6,516,254,484,262,254,269,220,215,311,474,215,526
7,555,312,445,243,312,234,216,211,261,528,211,472
8,525,275,475,250,275,243,212,232,281,487,232,513
9,520,276,480,244,276,260,224,220,280,500,220,500
10,559,302,441,257,302,231,207,210,281,509,210,491
11,544,299,456,245,299,259,211,197,293,510,197,490
12,538,294,462,244,294,252,198,210,298,492,210,508
13,539,309,461,230,309,241,198,220,273,507,220,493
14,563,316,437,247,316,219,181,218,285,497,218,503
15,549,314,451,235,314,233,174,218,294,488,218,512
16,544,318,456,226,318,235,163,221,298,481,221,519
17,547,315,453,232,315,244,197,209,279,512,209,488
18,532,307,468,225,307,230,172,238,283,479,238,521
19,568,337,432,231,337,218,185,214,264,522,214,478
20,528,318,472,210,318,253,164,219,299,482,219,518
21,571,344,429,227,344,216,157,213,286,501,213,499
22,536,307,464,229,307,229,171,235,287,478,235,522
23,548,335,452,213,335,238,175,214,276,510,214,490
24,556,326,444,230,326,218,161,226,287,487,226,513
25,541,331,459,210,331,247,182,212,275,513,212,487
26,536,293,464,243,293,244,184,220,303,477,220,523
27,561,325,439,236,325,231,194,208,273,519,208,481
28,545,322,455,223,322,242,166,213,299,488,213,512
29,554,338,446,216,338,243,181,203,278,519,203,481
30,553,311,447,242,311,230,163,217,309,474,217,526
31,553,323,447,230,323,213,173,234,270,496,234,504
32,528,318,472,210,318,238,167,234,281,485,234,515
33,545,333,455,212,333,241,164,214,289,497,214,503
34,555,330,445,225,330,221,174,224,272,504,224,496
35,552,321,448,231,321,244,172,204,303,493,204,507
36,557,339,443,218,339,235,171,208,282,510,208,490
37,571,346,429,225,346,230,167,199,288,513,199,487
38,524,317,476,207,317,269,167,207,309,484,207,516
39,543,340,457,203,340,229,179,228,253,519,228,481
40,538,312,462,226,312,245,168,217,303,480,217,520
41,557,336,443,221,336,235,168,208,288,504,208,496
42,543,325,457,218,325,238,155,219,301,480,219,520
43,567,349,433,218,349,223,170,210,271,519,210,481
44,554,328,446,226,328,236,153,210,309,481,210,519
45,544,347,456,197,347,230,166,226,261,513,226,487
46,551,312,449,239,312,240,177,209,302,489,209,511
47,555,348,445,207,348,239,179,206,267,527,206,473
48,530,316,470,214,316,245,158,225,301,474,225,526
49,561,339,439,222,339,222,158,217,286,497,217,503
50,543,335,457,208,335,224,164,233,268,499,233,501
51,542,320,458,222,320,238,163,220,297,483,220,517
52,526,336,474,190,336,240,143,234,287,479,234,521
53,574,351,426,223,351,219,155,207,287,506,207,494
54,545,335,455,210,335,237,161,218,286,496,218,504
55,548,350,452,198,350,252,162,200,288,512,200,488
56,546,328,454,218,328,247,168,207,297,496,207,504
57,553,335,447,218,335,236,140,211,314,475,211,525
58,572,364,428,208,364,233,159,195,282,523,195,477
59,541,314,459,227,314,244,158,215,313,472,215,528
60,538,346,462,192,346,256,171,206,277,517,206,483
61,549,330,451,219,330,231,152,220,298,482,220,518
62,544,341,456,203,341,232,170,224,265,511,224,489
63,538,317,462,221,317,252,147,210,326,464,210,536
64,555,342,445,213,342,231,172,214,272,514,214,486
65,535,319,465,216,319,245,179,220,282,498,220,502
66,554,311,446,243,311,227,162,219,308,473,219,527
67,587,363,413,224,363,196,158,217,262,521,217,479
68,533,329,467,204,329,233,132,234,305,461,234,539
69,576,359,424,217,359,225,169,199,273,528,199,472
70,517,312,483,205,312,237,128,246,314,440,246,560
71,583,376,417,207,376,205,158,212,254,534,212,466
72,504,316,496,188,316,259,141,237,306,457,237,543
73,594,379,406,215,379,202,171,204,246,550,204,450
74,507,308,493,199,308,259,149,234,309,457,234,543
75,592,357,408,235,357,220,185,188,270,542,188,458
76,516,311,484,205,311,256,160,228,301,471,228,529
77,584,343,416,241,343,211,170,205,282,513,205,487
78,529,330,471,199,330,254,153,217,300,483,217,517
79,547,346,453,201,346,235,149,218,287,495,218,505
80,567,358,433,209,358,233,168,200,274,526,200,474
81,501,304,499,197,304,268,138,231,327,442,231,558
82,587,383,413,204,383,214,167,199,251,550,199,450
83,515,315,485,200,315,271,162,214,309,477,214,523
84,513,327,487,186,327,258,166,229,278,493,229,507
85,595,347,405,248,347,207,138,198,317,485,198,515
86,556,358,444,198,358,214,152,230,260,510,230,490
87,540,340,460,200,340,233,145,227,288,485,227,515
88,558,366,442,192,366,237,137,205,292,503,205,497
89,561,355,439,206,355,234,159,205,281,514,205,486
90,533,339,467,194,339,240,134,227,300,473,227,527
91,547,351,453,196,351,226,157,227,265,508,227,492
92,548,332,452,216,332,235,145,217,306,477,217,523
93,570,342,430,228,342,223,152,207,299,494,207,506
94,562,346,438,216,346,215,164,223,267,510,223,490
95,538,326,462,212,326,233,164,229,281,490,229,510
96,551,342,449,209,342,242,156,207,295,498,207,502
97,542,338,458,204,338,246,167,212,283,505,212,495
98,556,335,444,221,335,244,167,200,298,502,200,498
99,538,337,462,201,337,226,151,236,276,488,236,512
