,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,678,288,322,390,288,204,371,118,223,659,118,341
1,350,144,650,206,144,483,173,167,516,317,167,683
2,653,388,347,265,388,149,264,198,150,652,198,348
3,412,242,588,170,242,206,142,382,234,384,382,616
4,629,367,371,262,367,140,200,231,202,567,231,433
5,489,287,511,202,287,214,144,297,272,431,297,569
6,618,362,382,256,362,173,231,209,198,593,209,407
7,497,275,503,222,275,213,163,290,272,438,290,562
8,616,349,384,267,349,167,208,217,226,557,217,443
9,479,264,521,215,264,251,158,270,308,422,270,578
10,654,396,346,258,396,153,228,193,183,624,193,376
11,478,261,522,217,261,222,143,300,296,404,300,596
12,632,389,368,243,389,161,203,207,201,592,207,408
13,450,242,550,208,242,248,127,302,329,369,302,631
14,671,429,329,242,429,152,211,177,183,640,177,360
15,462,266,538,196,266,263,134,275,325,400,275,600
16,672,408,328,264,408,162,219,166,207,627,166,373
17,446,249,554,197,249,249,127,305,319,376,305,624
18,675,418,325,257,418,145,215,180,187,633,180,367
19,437,249,563,188,249,276,119,287,345,368,287,632
20,706,441,294,265,441,147,224,147,188,665,147,335
21,443,267,557,176,267,281,119,276,338,386,276,614
22,664,420,336,244,420,161,205,175,200,625,175,375
23,463,265,537,198,265,253,132,284,319,397,284,603
24,657,385,343,272,385,172,239,171,205,624,171,376
25,459,252,541,207,252,284,136,257,355,388,257,612
26,666,421,334,245,421,174,210,160,209,631,160,369
27,451,254,549,197,254,291,126,258,362,380,258,620
28,676,460,324,216,460,165,190,159,191,650,159,350
29,442,260,558,182,260,289,114,269,357,374,269,626
30,680,445,320,235,445,154,193,166,196,638,166,362
31,446,260,554,186,260,268,124,286,330,384,286,616
32,673,437,327,236,437,152,201,175,187,638,175,362
33,489,274,511,215,274,274,147,237,342,421,237,579
34,657,419,343,238,419,180,198,163,220,617,163,383
35,456,248,544,208,248,267,129,277,346,377,277,623
36,669,439,331,230,439,171,203,160,198,642,160,358
37,434,261,566,173,261,304,105,262,372,366,262,634
38,672,443,328,229,443,159,204,169,184,647,169,353
39,432,241,568,191,241,278,117,290,352,358,290,642
40,660,436,340,224,436,169,201,171,192,637,171,363
41,483,283,517,200,283,269,123,248,346,406,248,594
42,670,432,330,238,432,159,218,171,179,650,171,350
43,436,261,564,175,261,280,116,284,339,377,284,623
44,670,440,330,230,440,161,208,169,183,648,169,352
45,469,267,531,202,267,263,117,268,348,384,268,616
46,694,473,306,221,473,168,210,138,179,683,138,317
47,441,267,559,174,267,290,110,269,354,377,269,623
48,698,439,302,259,439,134,214,168,179,653,168,347
49,409,234,591,175,234,301,126,290,350,360,290,640
50,694,474,306,220,474,145,189,161,176,663,161,337
51,451,270,549,181,270,287,116,262,352,386,262,614
52,683,449,317,234,449,157,187,160,204,636,160,364
53,450,274,550,176,274,281,125,269,332,399,269,601
54,670,436,330,234,436,155,198,175,191,634,175,366
55,450,252,550,198,252,297,116,253,379,368,253,632
56,684,466,316,218,466,159,178,157,199,644,157,356
57,430,276,570,154,276,284,101,286,337,377,286,623
58,680,456,320,224,456,152,189,168,187,645,168,355
59,470,300,530,170,300,271,121,259,320,421,259,579
60,671,410,329,261,410,168,216,161,213,626,161,374
61,463,268,537,195,268,257,121,280,331,389,280,611
62,675,432,325,243,432,159,208,166,194,640,166,360
63,449,278,551,171,278,299,113,252,357,391,252,609
64,685,434,315,251,434,155,213,160,193,647,160,353
65,438,239,562,199,239,297,122,265,374,361,265,639
66,680,457,320,223,457,145,190,175,178,647,175,353
67,460,288,540,172,288,256,113,284,315,401,284,599
68,653,422,347,231,422,166,200,181,197,622,181,378
69,474,292,526,182,292,277,113,249,346,405,249,595
70,661,424,339,237,424,165,198,174,204,622,174,378
71,429,263,571,166,263,288,106,283,348,369,283,631
72,683,453,317,230,453,147,188,170,189,641,170,359
73,448,282,552,166,282,298,106,254,358,388,254,612
74,700,457,300,243,457,149,206,151,186,663,151,337
75,463,280,537,183,280,259,128,278,314,408,278,592
76,660,449,340,211,449,161,159,179,213,608,179,392
77,433,272,567,161,272,289,104,278,346,376,278,624
78,683,427,317,256,427,146,210,171,192,637,171,363
79,437,251,563,186,251,291,114,272,363,365,272,635
80,685,455,315,230,455,155,197,160,188,652,160,348
81,451,281,549,170,281,278,117,271,331,398,271,602
82,676,441,324,235,441,128,190,196,173,631,196,369
83,442,283,558,159,283,293,92,265,360,375,265,625
84,695,450,305,245,450,152,205,153,192,655,153,345
85,465,277,535,188,277,249,128,286,309,405,286,595
86,660,416,340,244,416,168,191,172,221,607,172,393
87,418,268,582,150,268,320,109,262,361,377,262,623
88,702,464,298,238,464,153,205,145,186,669,145,331
89,471,285,529,186,285,245,119,284,312,404,284,596
90,675,431,325,244,431,151,196,174,199,627,174,373
91,433,260,567,173,260,304,104,263,373,364,263,636
92,661,448,339,213,448,162,191,177,184,639,177,361
93,493,318,507,175,318,254,93,253,336,411,253,589
94,672,448,328,224,448,158,189,170,193,637,170,363
95,448,263,552,185,263,294,121,258,358,384,258,616
96,681,447,319,234,447,155,188,164,201,635,164,365
97,423,270,577,153,270,281,96,296,338,366,296,634
98,675,470,325,205,470,155,168,170,192,638,170,362
99,457,291,543,166,291,249,89,294,326,380,294,620
