,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,239,91,761,148,91,665,112,96,701,203,96,797
1,764,383,236,381,383,232,381,4,232,764,4,236
2,625,402,375,223,402,141,223,234,141,625,234,375
3,757,466,243,291,466,78,291,165,78,757,165,243
4,534,371,466,163,371,45,164,421,44,535,421,465
5,695,424,305,271,424,25,237,280,59,661,280,339
6,536,370,464,166,370,45,148,419,63,518,419,482
7,624,397,376,227,397,34,194,342,67,591,342,409
8,561,351,439,210,351,39,179,400,70,530,400,470
9,575,357,425,218,357,36,181,389,73,538,389,462
10,545,344,455,201,344,46,174,409,73,518,409,482
11,556,349,444,207,349,40,175,404,72,524,404,476
12,567,350,433,217,350,45,189,388,73,539,388,461
13,550,349,450,201,349,41,169,409,73,518,409,482
14,568,367,432,201,367,40,166,392,75,533,392,467
15,536,339,464,197,339,48,164,416,81,503,416,497
16,599,385,401,214,385,38,166,363,86,551,363,449
17,523,301,477,222,301,42,171,435,93,472,435,528
18,619,368,381,251,368,48,199,333,100,567,333,433
19,525,292,475,233,292,42,166,433,109,458,433,542
20,606,357,394,249,357,51,169,343,131,526,343,474
21,528,293,472,235,293,57,163,415,129,456,415,544
22,631,332,369,299,332,55,190,314,164,522,314,478
23,561,294,439,267,294,61,156,378,172,450,378,550
24,596,324,404,272,324,73,174,331,171,498,331,502
25,564,293,436,271,293,76,161,360,186,454,360,546
26,584,294,416,290,294,86,175,330,201,469,330,531
27,564,289,436,275,289,106,168,330,213,457,330,543
28,570,305,430,265,305,125,164,305,226,469,305,531
29,552,288,448,264,288,153,177,295,240,465,295,535
30,558,289,442,269,289,171,172,271,268,461,271,539
31,543,279,457,264,279,195,183,262,276,462,262,538
32,521,273,479,248,273,207,156,272,299,429,272,571
33,586,317,414,269,317,202,183,212,288,500,212,500
34,504,276,496,228,276,228,157,268,299,433,268,567
35,560,290,440,270,290,237,192,203,315,482,203,518
36,501,265,499,236,265,250,166,249,320,431,249,569
37,566,311,434,255,311,232,194,202,293,505,202,495
38,465,254,535,211,254,269,142,266,338,396,266,604
39,585,323,415,262,323,214,181,201,295,504,201,496
40,477,242,523,235,242,259,168,264,326,410,264,590
41,593,343,407,250,343,235,183,172,302,526,172,474
42,470,266,530,204,266,276,152,254,328,418,254,582
43,582,330,418,252,330,230,187,188,295,517,188,483
44,451,252,549,199,252,283,149,266,333,401,266,599
45,579,362,421,217,362,233,162,188,288,524,188,476
46,461,246,539,215,246,277,158,262,334,404,262,596
47,575,323,425,252,323,243,185,182,310,508,182,492
48,494,268,506,226,268,268,167,238,327,435,238,565
49,563,318,437,245,318,263,201,174,307,519,174,481
50,487,282,513,205,282,284,150,229,339,432,229,568
51,582,324,418,258,324,225,198,193,285,522,193,478
52,461,267,539,194,267,289,157,250,326,424,250,576
53,585,315,415,270,315,246,207,169,309,522,169,478
54,468,260,532,208,260,278,157,254,329,417,254,583
55,585,341,415,244,341,231,185,184,290,526,184,474
56,470,269,530,201,269,306,158,224,349,427,224,573
57,572,346,428,226,346,259,185,169,300,531,169,469
58,470,272,530,198,272,290,151,240,337,423,240,577
59,564,336,436,228,336,246,181,190,293,517,190,483
60,490,309,510,181,309,279,138,231,322,447,231,553
61,573,320,427,253,320,259,194,168,318,514,168,486
62,464,253,536,211,253,292,156,244,347,409,244,591
63,577,332,423,245,332,250,197,173,298,529,173,471
64,445,257,555,188,257,280,150,275,318,407,275,593
65,565,331,435,234,331,239,188,196,285,519,196,481
66,487,266,513,221,266,277,157,236,341,423,236,577
67,574,330,426,244,330,256,191,170,309,521,170,479
68,472,273,528,199,273,295,152,233,342,425,233,575
69,565,327,435,238,327,249,192,186,295,519,186,481
70,473,255,527,218,255,280,171,247,327,426,247,574
71,568,337,432,231,337,249,192,183,288,529,183,471
72,476,270,524,206,270,296,153,228,349,423,228,577
73,580,331,420,249,331,253,195,167,307,526,167,474
74,451,269,549,182,269,296,140,253,338,409,253,591
75,583,349,417,234,349,228,181,189,281,530,189,470
76,465,271,535,194,271,284,141,251,337,412,251,588
77,561,324,439,237,324,269,187,170,319,511,170,489
78,485,277,515,208,277,262,148,253,322,425,253,575
79,582,355,418,227,355,231,168,187,290,523,187,477
80,474,267,526,207,267,295,159,231,343,426,231,574
81,582,333,418,249,333,260,200,158,309,533,158,467
82,469,268,531,201,268,284,158,247,327,426,247,574
83,564,336,436,228,336,255,182,181,301,518,181,482
84,471,267,529,204,267,294,154,235,344,421,235,579
85,565,333,435,232,333,254,184,181,302,517,181,483
86,472,260,528,212,260,271,166,257,317,426,257,574
87,576,320,424,256,320,256,203,168,309,523,168,477
88,462,273,538,189,273,299,151,239,337,424,239,576
89,573,308,427,265,308,267,218,160,314,526,160,474
90,471,257,529,214,257,268,164,261,318,421,261,579
91,557,321,443,236,321,262,191,181,307,512,181,488
92,466,280,534,186,280,291,144,243,333,424,243,576
93,595,341,405,254,341,250,192,155,312,533,155,467
94,469,262,531,207,262,298,162,233,343,424,233,576
95,579,348,421,231,348,249,194,172,286,542,172,458
96,471,281,529,190,281,282,147,247,325,428,247,572
97,568,318,432,250,318,251,198,181,303,516,181,484
98,468,271,532,197,271,294,151,238,340,422,238,578
99,569,323,431,246,323,243,192,188,297,515,188,485
