,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,721,444,279,277,444,190,269,89,198,713,89,287
1,371,209,629,162,209,490,125,139,527,334,139,666
2,637,297,363,340,297,154,321,209,173,618,209,382
3,365,194,635,171,194,224,156,411,239,350,411,650
4,664,380,336,284,380,131,246,205,169,626,205,374
5,454,275,546,179,275,195,133,351,241,408,351,592
6,675,424,325,251,424,124,187,201,188,611,201,389
7,476,277,524,199,277,207,115,317,291,392,317,608
8,678,421,322,257,421,134,206,188,185,627,188,373
9,457,275,543,182,275,244,126,299,300,401,299,599
10,681,415,319,266,415,144,204,175,206,619,175,381
11,441,256,559,185,256,264,113,295,336,369,295,631
12,688,452,312,236,452,134,182,178,188,634,178,366
13,454,275,546,179,275,276,117,270,338,392,270,608
14,693,439,307,254,439,137,192,170,199,631,170,369
15,459,286,541,173,286,278,115,263,336,401,263,599
16,674,421,326,253,421,151,200,175,204,621,175,379
17,429,244,571,185,244,312,127,259,370,371,259,629
18,702,477,298,225,477,148,185,150,188,662,150,338
19,468,287,532,181,287,259,114,273,326,401,273,599
20,688,414,312,274,414,141,222,171,193,636,171,364
21,440,256,560,184,256,275,129,285,330,385,285,615
22,679,444,321,235,444,147,188,174,194,632,174,368
23,445,270,555,175,270,274,102,281,347,372,281,628
24,689,448,311,241,448,149,185,162,205,633,162,367
25,462,287,538,175,287,267,117,271,325,404,271,596
26,700,437,300,263,437,147,213,153,197,650,153,350
27,432,257,568,175,257,297,122,271,350,379,271,621
28,698,448,302,250,448,154,199,148,205,647,148,353
29,447,269,553,178,269,297,108,256,367,377,256,623
30,709,470,291,239,470,143,192,148,190,662,148,338
31,455,282,545,173,282,260,116,285,317,398,285,602
32,676,427,324,249,427,152,201,172,200,628,172,372
33,433,252,567,181,252,287,118,280,350,370,280,630
34,700,468,300,232,468,133,180,167,185,648,167,352
35,427,258,573,169,258,294,108,279,355,366,279,634
36,691,424,309,267,424,146,226,163,187,650,163,350
37,447,269,553,178,269,264,131,289,311,400,289,600
38,692,452,308,240,452,132,182,176,190,634,176,366
39,460,274,540,186,274,273,107,267,352,381,267,619
40,693,443,307,250,443,142,194,165,198,637,165,363
41,456,280,544,176,280,283,115,261,344,395,261,605
42,692,422,308,270,422,146,205,162,211,627,162,373
43,447,273,553,174,273,264,114,289,324,387,289,613
44,705,444,295,261,444,141,207,154,195,651,154,349
45,433,258,567,175,258,308,114,259,369,372,259,628
46,693,464,307,229,464,153,193,154,189,657,154,343
47,474,274,526,200,274,264,132,262,332,406,262,594
48,680,454,320,226,454,158,184,162,200,638,162,362
49,433,256,567,177,256,278,120,289,335,376,289,624
50,696,448,304,248,448,145,189,159,204,637,159,363
51,433,257,567,176,257,294,119,273,351,376,273,624
52,698,456,302,242,456,147,189,155,200,645,155,355
53,445,273,555,172,273,273,115,282,330,388,282,612
54,684,421,316,263,421,152,221,164,194,642,164,358
55,461,271,539,190,271,278,112,261,356,383,261,617
56,673,453,327,220,453,162,181,165,201,634,165,366
57,474,296,526,178,296,256,113,270,321,409,270,591
58,686,440,314,246,440,145,198,169,193,638,169,362
59,449,266,551,183,266,278,119,273,342,385,273,615
60,705,452,295,253,452,152,212,143,193,664,143,336
61,461,272,539,189,272,292,129,247,352,401,247,599
62,698,468,302,230,468,159,182,143,207,650,143,350
63,465,290,535,175,290,279,113,256,341,403,256,597
64,670,417,330,253,417,152,203,178,202,620,178,380
65,452,262,548,190,262,286,128,262,348,390,262,610
66,683,432,317,251,432,150,190,167,211,622,167,378
67,428,266,572,162,266,279,103,293,338,369,293,631
68,692,443,308,249,443,145,198,163,196,641,163,359
69,443,275,557,168,275,297,120,260,345,395,260,605
70,701,449,299,252,449,135,206,164,181,655,164,345
71,447,270,553,177,270,282,125,271,334,395,271,605
72,672,445,328,227,445,148,172,180,203,617,180,383
73,459,288,541,171,288,268,101,273,338,389,273,611
74,695,405,305,290,405,141,237,164,194,642,164,358
75,456,256,544,200,256,275,129,269,346,385,269,615
76,668,466,332,202,466,167,171,165,198,637,165,363
77,446,275,554,171,275,288,105,266,354,380,266,620
78,701,459,299,242,459,123,184,176,181,643,176,357
79,436,260,564,176,260,291,118,273,349,378,273,622
80,691,459,309,232,459,145,188,164,189,647,164,353
81,467,293,533,174,293,254,112,279,316,405,279,595
82,648,422,352,226,422,152,185,200,193,607,200,393
83,451,266,549,185,266,282,124,267,343,390,267,610
84,694,468,306,226,468,139,184,167,181,652,167,348
85,458,281,542,177,281,275,103,267,349,384,267,616
86,679,402,321,277,402,160,240,161,197,642,161,358
87,445,261,555,184,261,266,114,289,336,375,289,625
88,666,440,334,226,440,166,183,168,209,623,168,377
89,459,280,541,179,280,262,109,279,332,389,279,611
90,710,452,290,258,452,134,207,156,185,659,156,341
91,451,271,549,180,271,293,111,256,362,382,256,618
92,688,467,312,221,467,158,176,154,203,643,154,357
93,430,265,570,165,265,284,106,286,343,371,286,629
94,695,459,305,236,459,144,190,161,190,649,161,351
95,444,273,556,171,273,289,128,267,332,401,267,599
96,695,430,305,265,430,143,212,162,196,642,162,358
97,458,268,542,190,268,270,123,272,337,391,272,609
98,687,441,313,246,441,149,187,164,208,628,164,372
99,445,261,555,184,261,278,121,277,341,382,277,618
