,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,266,109,734,157,109,651,165,83,643,274,83,726
1,879,491,121,388,491,76,391,45,73,882,45,118
2,186,74,814,112,74,156,114,658,154,188,658,812
3,843,685,157,158,685,73,160,84,71,845,84,155
4,721,553,279,168,553,138,120,141,186,673,141,327
5,716,459,284,257,459,136,167,148,226,626,148,374
6,693,453,307,240,453,169,174,138,235,627,138,373
7,623,395,377,228,395,175,162,202,241,557,202,443
8,504,274,496,230,274,176,146,320,260,420,320,580
9,773,480,227,293,480,134,258,93,169,738,93,262
10,268,108,732,160,108,172,93,560,239,201,560,799
11,856,565,144,291,565,77,281,67,87,846,67,154
12,695,409,305,286,409,153,166,152,273,575,152,425
13,617,293,383,324,293,183,150,200,357,443,200,557
14,636,444,364,192,444,202,214,162,180,658,162,342
15,515,247,485,268,247,202,131,283,339,378,283,622
16,716,489,284,227,489,156,211,128,172,700,128,300
17,413,191,587,222,191,205,121,382,306,312,382,688
18,805,522,195,283,522,109,260,86,132,782,86,218
19,421,180,579,241,180,197,117,382,321,297,382,703
20,785,493,215,292,493,116,252,99,156,745,99,255
21,442,204,558,238,204,236,130,322,344,334,322,666
22,747,490,253,257,490,141,242,112,156,732,112,268
23,407,190,593,217,190,271,127,322,361,317,322,683
24,777,505,223,272,505,120,267,103,125,772,103,228
25,384,175,616,209,175,260,127,356,342,302,356,698
26,790,521,210,269,521,115,249,95,135,770,95,230
27,399,195,601,204,195,314,142,287,376,337,287,663
28,723,464,277,259,464,147,231,130,175,695,130,305
29,439,224,561,215,224,257,133,304,339,357,304,643
30,708,455,292,253,455,154,233,138,174,688,138,312
31,425,211,575,214,211,276,128,299,362,339,299,661
32,703,429,297,274,429,158,264,139,168,693,139,307
33,454,245,546,209,245,277,149,269,337,394,269,606
34,656,384,344,272,384,191,247,153,216,631,153,369
35,429,225,571,204,225,261,131,310,334,356,310,644
36,689,428,311,261,428,166,244,145,183,672,145,328
37,462,237,538,225,237,272,159,266,338,396,266,604
38,654,399,346,255,399,185,220,161,220,619,161,381
39,448,244,552,204,244,294,146,258,352,390,258,610
40,671,394,329,277,394,172,244,157,205,638,157,362
41,453,241,547,212,241,287,151,260,348,392,260,608
42,664,421,336,243,421,142,230,194,155,651,194,349
43,451,244,549,207,244,289,148,260,348,392,260,608
44,654,387,346,267,387,158,228,188,197,615,188,385
45,437,225,563,212,225,310,148,253,374,373,253,627
46,687,422,313,265,422,160,232,153,193,654,153,346
47,439,253,561,186,253,292,151,269,327,404,269,596
48,681,405,319,276,405,169,234,150,211,639,150,361
49,461,239,539,222,239,270,153,269,339,392,269,608
50,641,400,359,241,400,197,243,162,195,643,162,357
51,464,272,536,192,272,262,148,274,306,420,274,580
52,647,382,353,265,382,150,214,203,201,596,203,404
53,451,236,549,215,236,297,146,252,366,382,252,618
54,626,392,374,234,392,177,211,197,200,603,197,397
55,459,262,541,197,262,295,131,246,361,393,246,607
56,667,413,333,254,413,169,221,164,202,634,164,366
57,468,267,532,201,267,251,129,281,323,396,281,604
58,629,364,371,265,364,181,239,190,207,603,190,397
59,484,263,516,221,263,279,151,237,349,414,237,586
60,638,399,362,239,399,184,198,178,225,597,178,403
61,448,248,552,200,248,269,148,283,321,396,283,604
62,623,365,377,258,365,181,235,196,204,600,196,400
63,469,250,531,219,250,282,149,249,352,399,249,601
64,646,389,354,257,389,180,208,174,229,597,174,403
65,462,286,538,176,286,271,142,267,305,428,267,572
66,634,383,366,251,383,189,205,177,235,588,177,412
67,476,267,524,209,267,257,139,267,327,406,267,594
68,624,368,376,256,368,189,219,187,226,587,187,413
69,464,271,536,193,271,262,129,274,326,400,274,600
70,628,369,372,259,369,177,228,195,208,597,195,403
71,447,242,553,205,242,319,171,234,353,413,234,587
72,638,387,362,251,387,221,216,141,256,603,141,397
73,481,288,519,193,288,261,136,258,318,424,258,576
74,625,379,375,246,379,179,226,196,199,605,196,395
75,441,234,559,207,234,307,146,252,368,380,252,620
76,667,408,333,259,408,170,224,163,205,632,163,368
77,477,273,523,204,273,258,159,265,303,432,265,568
78,621,376,379,245,376,172,201,207,216,577,207,423
79,492,269,508,223,269,264,144,244,343,413,244,587
80,630,364,370,266,364,191,226,179,231,590,179,410
81,470,279,530,191,279,283,136,247,338,415,247,585
82,624,340,376,284,340,204,250,172,238,590,172,410
83,458,250,542,208,250,283,148,259,343,398,259,602
84,637,387,363,250,387,172,217,191,205,604,191,396
85,463,263,537,200,263,277,139,260,338,402,260,598
86,642,373,358,269,373,178,229,180,218,602,180,398
87,480,283,520,197,283,276,143,244,330,426,244,574
88,633,374,367,259,374,189,225,178,223,599,178,401
89,456,268,544,188,268,275,134,269,329,402,269,598
90,649,396,351,253,396,179,227,172,205,623,172,377
91,471,266,529,205,266,277,154,252,328,420,252,580
92,655,403,345,252,403,180,203,165,229,606,165,394
93,479,285,521,194,285,271,141,250,324,426,250,574
94,632,380,368,252,380,182,211,186,223,591,186,409
95,481,270,519,211,270,271,145,248,337,415,248,585
96,624,366,376,258,366,185,218,191,225,584,191,416
97,452,248,548,204,248,284,144,264,344,392,264,608
98,636,395,364,241,395,176,202,188,215,597,188,403
99,459,280,541,179,280,286,139,255,326,419,255,581
