,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,318,137,682,181,137,620,161,62,640,298,62,702
1,908,517,92,391,517,59,383,33,67,900,33,100
2,205,99,795,106,99,165,101,630,170,200,630,800
3,851,710,149,141,710,86,138,63,89,848,63,152
4,729,544,271,185,544,149,139,122,195,683,122,317
5,525,308,475,217,308,179,157,296,239,465,296,535
6,733,442,267,291,442,148,250,119,189,692,119,308
7,204,82,796,122,82,175,68,621,229,150,621,850
8,842,544,158,298,544,86,275,72,109,819,72,181
9,690,475,310,215,475,175,184,135,206,659,135,341
10,702,452,298,250,452,185,171,113,264,623,113,377
11,658,375,342,283,375,211,199,131,295,574,131,426
12,653,416,347,237,416,199,153,148,283,569,148,431
13,621,339,379,282,339,210,183,169,309,522,169,478
14,609,376,391,233,376,217,186,174,264,562,174,438
15,549,296,451,253,296,224,147,227,330,443,227,557
16,692,444,308,248,444,180,224,128,204,668,128,332
17,424,191,576,233,191,236,119,340,350,310,340,690
18,785,507,215,278,507,132,276,83,134,783,83,217
19,390,195,610,195,195,232,121,378,306,316,378,684
20,786,514,214,272,514,122,253,92,141,767,92,233
21,428,205,572,223,205,294,128,278,389,333,278,667
22,773,513,227,260,513,136,266,91,130,779,91,221
23,414,209,586,205,209,257,120,329,342,329,329,671
24,753,464,247,289,464,140,250,107,179,714,107,286
25,395,190,605,205,190,282,147,323,340,337,323,663
26,769,485,231,284,485,128,262,103,150,747,103,253
27,394,206,606,188,206,293,141,313,340,347,313,653
28,748,449,252,299,449,126,265,126,160,714,126,286
29,409,199,591,210,199,293,126,298,377,325,298,675
30,721,434,279,287,434,152,252,127,187,686,127,314
31,424,227,576,197,227,268,127,308,338,354,308,646
32,705,444,295,261,444,150,246,145,165,690,145,310
33,429,226,571,203,226,277,133,294,347,359,294,641
34,702,460,298,242,460,158,213,140,187,673,140,327
35,447,264,553,183,264,274,122,279,335,386,279,614
36,669,418,331,251,418,168,220,163,199,638,163,362
37,457,243,543,214,243,274,165,269,323,408,269,592
38,690,446,310,244,446,155,224,155,175,670,155,330
39,413,244,587,169,244,319,110,268,378,354,268,646
40,683,416,317,267,416,157,220,160,204,636,160,364
41,464,265,536,199,265,267,129,269,337,394,269,606
42,661,404,339,257,404,178,239,161,196,643,161,357
43,484,270,516,214,270,265,136,251,343,406,251,594
44,627,366,373,261,366,191,240,182,212,606,182,394
45,451,251,549,200,251,291,156,258,335,407,258,593
46,667,405,333,262,405,161,209,172,214,614,172,386
47,417,236,583,181,236,296,135,287,342,371,287,629
48,669,406,331,263,406,168,237,163,194,643,163,357
49,462,253,538,209,253,270,148,268,331,401,268,599
50,639,378,361,261,378,176,242,185,195,620,185,380
51,476,283,524,193,283,257,128,267,322,411,267,589
52,665,392,335,273,392,170,247,165,196,639,165,361
53,462,245,538,217,245,280,166,258,331,411,258,589
54,649,378,351,271,378,162,226,189,207,604,189,396
55,454,248,546,206,248,257,161,289,302,409,289,591
56,643,393,357,250,393,190,227,167,213,620,167,380
57,474,248,526,226,248,274,145,252,355,393,252,607
58,642,399,358,243,399,190,212,168,221,611,168,389
59,445,242,555,203,242,299,151,256,351,393,256,607
60,643,403,357,240,403,163,215,194,188,618,194,382
61,444,253,556,191,253,281,136,275,336,389,275,611
62,667,405,333,262,405,179,240,154,201,645,154,355
63,436,244,564,192,244,290,155,274,327,399,274,601
64,677,392,323,285,392,170,230,153,225,622,153,378
65,483,281,517,202,281,255,144,262,313,425,262,575
66,631,354,369,277,354,190,250,179,217,604,179,396
67,459,245,541,214,245,273,132,268,355,377,268,623
68,634,392,366,242,392,180,211,186,211,603,186,397
69,468,277,532,191,277,286,134,246,343,411,246,589
70,659,400,341,259,400,167,206,174,220,606,174,394
71,478,264,522,214,264,257,144,265,327,408,265,592
72,630,365,370,265,365,194,240,176,219,605,176,395
73,475,253,525,222,253,290,149,235,363,402,235,598
74,666,391,334,275,391,157,217,177,215,608,177,392
75,486,267,514,219,267,277,143,237,353,410,237,590
76,616,392,384,224,392,183,202,201,205,594,201,406
77,464,264,536,200,264,280,139,256,341,403,256,597
78,649,387,351,262,387,177,226,174,213,613,174,387
79,437,245,563,192,245,294,140,269,346,385,269,615
80,649,428,351,221,428,189,205,162,205,633,162,367
81,463,274,537,189,274,302,140,235,351,414,235,586
82,666,425,334,241,425,182,212,152,211,637,152,363
83,450,246,550,204,246,296,143,254,357,389,254,611
84,634,388,366,246,388,190,214,176,222,602,176,398
85,485,274,515,211,274,254,140,261,325,414,261,586
86,648,381,352,267,381,191,226,161,232,607,161,393
87,449,259,551,190,259,271,139,280,322,398,280,602
88,628,384,372,244,384,170,209,202,205,593,202,407
89,498,279,502,219,279,263,142,239,340,421,239,579
90,625,370,375,255,370,201,223,174,233,593,174,407
91,446,261,554,185,261,284,126,270,343,387,270,613
92,651,387,349,264,387,187,224,162,227,611,162,389
93,461,256,539,205,256,287,146,252,346,402,252,598
94,628,366,372,262,366,189,249,183,202,615,183,385
95,471,264,529,207,264,286,153,243,340,417,243,583
96,642,393,358,249,393,183,223,175,209,616,175,384
97,480,276,520,204,276,283,143,237,344,419,237,581
98,650,391,350,259,391,176,202,174,233,593,174,407
99,479,292,521,187,292,254,150,267,291,442,267,558
