,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,285,95,715,190,95,649,122,66,717,217,66,783
1,892,482,108,410,482,81,381,27,110,863,27,137
2,349,230,651,119,230,121,101,530,139,331,530,669
3,842,657,158,185,657,64,166,94,83,823,94,177
4,597,470,403,127,470,125,124,278,128,594,278,406
5,322,166,678,156,166,130,119,548,167,285,548,715
6,860,635,140,225,635,61,206,79,80,841,79,159
7,651,443,349,208,443,137,199,212,146,642,212,358
8,327,183,673,144,183,177,137,496,184,320,496,680
9,844,521,156,323,521,79,311,77,91,832,77,168
10,529,380,471,149,380,154,144,317,159,524,317,476
11,625,375,375,250,375,133,197,242,186,572,242,428
12,400,215,600,185,215,173,140,427,218,355,427,645
13,845,554,155,291,554,88,276,67,103,830,67,170
14,272,141,728,131,141,163,115,565,179,256,565,744
15,834,567,166,267,567,90,267,76,90,834,76,166
16,646,351,354,295,351,159,185,195,269,536,195,464
17,535,291,465,244,291,198,153,267,289,444,267,556
18,708,405,292,303,405,146,217,146,232,622,146,378
19,461,228,539,233,228,213,133,326,313,361,326,639
20,767,475,233,292,475,110,253,123,149,728,123,272
21,427,189,573,238,189,202,122,371,318,311,371,689
22,773,520,227,253,520,104,223,123,134,743,123,257
23,438,207,562,231,207,257,130,305,358,337,305,663
24,740,450,260,290,450,133,263,127,160,713,127,287
25,465,214,535,251,214,243,153,292,341,367,292,633
26,693,446,307,247,446,169,216,138,200,662,138,338
27,386,188,614,198,188,323,120,291,401,308,291,692
28,760,507,240,253,507,112,243,128,122,750,128,250
29,438,242,562,196,242,247,146,315,297,388,315,612
30,724,419,276,305,419,124,228,152,201,647,152,353
31,427,204,573,223,204,310,142,263,391,346,263,654
32,721,463,279,258,463,140,245,139,153,708,139,292
33,431,238,569,193,238,280,139,289,334,377,289,623
34,703,427,297,276,427,155,249,142,182,676,142,324
35,418,231,582,187,231,294,157,288,324,388,288,612
36,698,369,302,329,369,134,236,168,227,605,168,395
37,421,225,579,196,225,297,152,282,341,377,282,623
38,677,420,323,257,420,174,237,149,194,657,149,343
39,473,249,527,224,249,257,141,270,340,390,270,610
40,675,414,325,261,414,164,239,161,186,653,161,347
41,459,236,541,223,236,285,138,256,370,374,256,626
42,657,415,343,242,415,166,206,177,202,621,177,379
43,465,267,535,198,267,276,150,259,324,417,259,583
44,643,378,357,265,378,176,223,181,218,601,181,399
45,460,250,540,210,250,264,154,276,320,404,276,596
46,623,365,377,258,365,216,226,161,248,591,161,409
47,459,243,541,216,243,262,148,279,330,391,279,609
48,642,365,358,277,365,180,243,178,214,608,178,392
49,432,231,568,201,231,299,153,269,347,384,269,616
50,685,407,315,278,407,162,224,153,216,631,153,369
51,479,260,521,219,260,272,149,249,342,409,249,591
52,635,383,365,252,383,190,215,175,227,598,175,402
53,476,265,524,211,265,282,140,242,353,405,242,595
54,671,412,329,259,412,178,216,151,221,628,151,372
55,459,252,541,207,252,289,131,252,365,383,252,617
56,669,393,331,276,393,168,230,163,214,623,163,377
57,442,248,558,194,248,293,138,265,349,386,265,614
58,638,385,362,253,385,188,222,174,219,607,174,393
59,453,238,547,215,238,288,160,259,343,398,259,602
60,663,439,337,224,439,173,196,164,201,635,164,365
61,471,285,529,186,285,251,135,278,302,420,278,580
62,638,332,362,306,332,190,247,172,249,579,172,421
63,436,233,564,203,233,279,158,285,324,391,285,609
64,643,370,357,273,370,179,228,178,224,598,178,402
65,455,256,545,199,256,276,154,269,321,410,269,590
66,666,385,334,281,385,185,221,149,245,606,149,394
67,452,234,548,218,234,284,155,264,347,389,264,611
68,653,387,347,266,387,213,226,134,253,613,134,387
69,468,282,532,186,282,297,138,235,345,420,235,580
70,661,399,339,262,399,191,218,148,235,617,148,383
71,435,253,565,182,253,280,114,285,348,367,285,633
72,636,399,364,237,399,188,191,176,234,590,176,410
73,493,289,507,204,289,258,145,249,317,434,249,566
74,618,386,382,232,386,217,215,165,234,601,165,399
75,471,275,529,196,275,291,153,238,334,428,238,572
76,660,377,340,283,377,187,212,153,258,589,153,411
77,470,246,530,224,246,275,162,255,337,408,255,592
78,610,372,390,238,372,204,198,186,244,570,186,430
79,459,272,541,187,272,292,150,249,329,422,249,578
80,629,364,371,265,364,203,226,168,242,590,168,410
81,465,266,535,199,266,281,135,254,345,401,254,599
82,644,383,356,261,383,197,224,159,234,607,159,393
83,453,270,547,183,270,285,129,262,339,399,262,601
84,653,377,347,276,377,177,219,170,234,596,170,404
85,468,279,532,189,279,286,159,246,316,438,246,562
86,646,386,354,260,386,201,219,153,242,605,153,395
87,473,254,527,219,254,301,163,226,357,417,226,583
88,672,404,328,268,404,167,210,161,225,614,161,386
89,455,262,545,193,262,306,141,239,358,403,239,597
90,641,377,359,264,377,192,223,167,233,600,167,400
91,433,249,567,184,249,303,146,264,341,395,264,605
92,649,389,351,260,389,177,209,174,228,598,174,402
93,487,263,513,224,263,277,161,236,340,424,236,576
94,620,373,380,247,373,209,208,171,248,581,171,419
95,466,260,534,206,260,264,145,270,325,405,270,595
96,668,371,332,297,371,170,230,162,237,601,162,399
97,463,273,537,190,273,279,133,258,336,406,258,594
98,637,386,363,251,386,182,195,181,238,581,181,419
99,461,264,539,197,264,286,140,253,343,404,253,596
