,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,439,173,561,266,173,503,157,58,612,330,58,670
1,881,518,119,363,518,48,332,71,79,850,71,150
2,204,88,796,116,88,162,98,634,180,186,634,814
3,856,687,144,169,687,78,157,66,90,844,66,156
4,690,485,310,205,485,197,193,113,209,678,113,322
5,564,339,436,225,339,195,163,241,257,502,241,498
6,640,409,360,231,409,187,190,173,228,599,173,401
7,231,119,769,112,119,212,72,557,252,191,557,809
8,814,549,186,265,549,111,237,75,139,786,75,214
9,686,465,314,221,465,188,174,126,235,639,126,361
10,670,430,330,240,430,225,198,105,267,628,105,372
11,652,426,348,226,426,215,167,133,274,593,133,407
12,634,405,366,229,405,229,188,137,270,593,137,407
13,553,329,447,224,329,285,144,162,365,473,162,527
14,650,464,350,186,464,196,219,154,163,683,154,317
15,367,147,633,220,147,336,98,297,458,245,297,755
16,829,585,171,244,585,109,236,62,117,821,62,179
17,602,396,398,206,396,205,217,193,194,613,193,387
18,343,196,657,147,196,200,130,457,217,326,457,674
19,832,555,168,277,555,94,261,74,110,816,74,184
20,488,244,512,244,244,308,147,204,405,391,204,609
21,814,592,186,222,592,123,238,63,107,830,63,170
22,183,91,817,92,91,215,96,602,211,187,602,813
23,841,554,159,287,554,97,291,62,93,845,62,155
24,688,276,312,412,276,215,134,97,493,410,97,590
25,659,596,341,63,596,279,222,62,120,818,62,182
26,589,437,411,152,437,236,142,175,246,579,175,421
27,539,275,461,264,275,254,116,207,402,391,207,609
28,692,568,308,124,568,201,198,107,127,766,107,234
29,197,72,803,125,72,269,87,534,307,159,534,841
30,829,599,171,230,599,103,226,68,107,825,68,175
31,685,474,315,211,474,208,199,107,220,673,107,327
32,719,420,281,299,420,182,145,99,336,565,99,435
33,617,439,383,178,439,251,200,132,229,639,132,361
34,582,198,418,384,198,272,121,146,535,319,146,681
35,672,577,328,95,577,263,246,65,112,823,65,177
36,317,221,683,96,221,225,134,458,187,355,458,645
37,817,602,183,215,602,106,226,77,95,828,77,172
38,480,324,520,156,324,216,137,304,235,461,304,539
39,775,464,225,311,464,127,203,98,235,667,98,333
40,235,82,765,153,82,278,91,487,340,173,487,827
41,841,611,159,230,611,82,212,77,100,823,77,177
42,678,471,322,207,471,190,181,132,216,652,132,348
43,621,356,379,265,356,243,162,136,346,518,136,482
44,583,400,417,183,400,266,229,151,220,629,151,371
45,515,217,485,298,217,297,124,188,471,341,188,659
46,740,567,260,173,567,187,248,73,112,815,73,185
47,266,163,734,103,163,238,111,496,230,274,496,726
48,828,589,172,239,589,109,249,63,99,838,63,162
49,627,313,373,314,313,250,132,123,432,445,123,555
50,635,505,365,130,505,255,254,110,131,759,110,241
51,324,134,676,190,134,230,100,446,320,234,446,766
52,833,592,167,241,592,105,225,62,121,817,62,183
53,609,368,391,241,368,245,131,146,355,499,146,501
54,573,384,427,189,384,261,260,166,190,644,166,356
55,459,172,541,287,172,267,122,274,432,294,274,706
56,817,613,183,204,613,126,216,57,114,829,57,171
57,239,124,761,115,124,266,106,495,275,230,495,770
58,831,577,169,254,577,114,249,55,119,826,55,174
59,660,422,340,238,422,211,155,129,294,577,129,423
60,559,306,441,253,306,257,184,184,326,490,184,510
61,631,407,369,224,407,214,200,155,238,607,155,393
62,493,212,507,281,212,253,146,254,388,358,254,642
63,739,542,261,197,542,165,256,96,106,798,96,202
64,298,109,702,189,109,324,120,378,393,229,378,771
65,833,595,167,238,595,109,242,58,105,837,58,163
66,507,278,493,229,278,248,124,245,353,402,245,598
67,751,507,249,244,507,148,262,101,130,769,101,231
68,313,112,687,201,112,256,131,431,326,243,431,757
69,862,605,138,257,605,94,252,44,99,857,44,143
70,385,141,615,244,141,299,115,316,428,256,316,744
71,834,616,166,218,616,94,217,72,95,833,72,167
72,350,192,650,158,192,250,128,400,280,320,400,680
73,838,574,162,264,574,87,239,75,112,813,75,187
74,352,140,648,212,140,362,106,286,468,246,286,754
75,834,582,166,252,582,110,248,56,114,830,56,170
76,358,223,642,135,223,205,108,437,232,331,437,669
77,809,528,191,281,528,110,272,81,119,800,81,200
78,452,216,548,236,216,259,137,289,358,353,289,647
79,797,548,203,249,548,116,242,87,123,790,87,210
80,267,120,733,147,120,316,95,417,368,215,417,785
81,816,557,184,259,557,108,259,76,108,816,76,184
82,592,345,408,247,345,230,160,178,317,505,178,495
83,653,392,347,261,392,186,223,161,224,615,161,385
84,465,219,535,246,219,283,129,252,400,348,252,652
85,779,548,221,231,548,129,244,92,116,792,92,208
86,330,152,670,178,152,300,120,370,358,272,370,728
87,805,551,195,254,551,123,238,72,139,789,72,211
88,489,244,511,245,244,260,135,251,370,379,251,621
89,749,522,251,227,522,141,228,110,140,750,110,250
90,343,174,657,169,174,273,106,384,336,280,384,720
91,805,564,195,241,564,118,230,77,129,794,77,206
92,410,199,590,211,199,300,106,290,405,305,290,695
93,796,518,204,278,518,110,272,94,116,790,94,210
94,358,181,642,177,181,268,136,374,309,317,374,683
95,810,556,190,254,556,112,233,78,133,789,78,211
96,406,210,594,196,210,274,122,320,348,332,320,668
97,779,532,221,247,532,122,230,99,139,762,99,238
98,388,177,612,211,177,296,123,316,384,300,316,700
99,800,555,200,245,555,126,234,74,137,789,74,211
