,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,192,23,808,169,23,620,52,188,737,75,188,925
1,770,406,230,364,406,171,352,59,183,758,59,242
2,823,592,177,231,592,94,228,83,97,820,83,180
3,783,524,217,259,524,80,265,137,74,789,137,211
4,743,510,257,233,510,76,228,181,81,738,181,262
5,340,199,660,141,199,88,142,572,87,341,572,659
6,865,589,135,276,589,45,274,90,47,863,90,137
7,340,212,660,128,212,92,133,568,87,345,568,655
8,851,570,149,281,570,49,269,100,61,839,100,161
9,505,330,495,175,330,93,174,402,94,504,402,496
10,742,496,258,246,496,64,196,194,114,692,194,308
11,293,146,707,147,146,92,124,615,115,270,615,730
12,864,591,136,273,591,54,262,82,65,853,82,147
13,609,414,391,195,414,97,189,294,103,603,294,397
14,473,307,527,166,307,113,154,414,125,461,414,539
15,774,508,226,266,508,81,204,145,143,712,145,288
16,256,120,744,136,120,102,113,642,125,233,642,767
17,869,610,131,259,610,43,246,88,56,856,88,144
18,719,476,281,243,476,94,196,187,141,672,187,328
19,670,224,330,446,224,88,130,242,404,354,242,646
20,699,565,301,134,565,142,206,159,70,771,159,229
21,237,117,763,120,117,176,143,587,153,260,587,740
22,873,669,127,204,669,60,207,67,57,876,67,124
23,584,125,416,459,125,258,129,158,588,254,158,746
24,735,637,265,98,637,176,217,89,57,854,89,146
25,245,148,755,97,148,164,177,591,84,325,591,675
26,840,649,160,191,649,66,212,94,45,861,94,139
27,457,200,543,257,200,364,155,179,466,355,179,645
28,849,646,151,203,646,65,215,86,53,861,86,139
29,254,115,746,139,115,349,118,397,370,233,397,767
30,873,609,127,264,609,39,259,88,44,868,88,132
31,453,121,547,332,121,264,138,283,458,259,283,741
32,835,658,165,177,658,64,206,101,35,864,101,136
33,243,123,757,120,123,260,129,497,251,252,497,748
34,853,555,147,298,555,45,296,102,47,851,102,149
35,442,119,558,323,119,354,120,204,557,239,204,761
36,835,631,165,204,631,56,220,109,40,851,109,149
37,341,208,659,133,208,166,206,493,93,414,493,586
38,849,583,151,266,583,55,251,96,70,834,96,166
39,264,116,736,148,116,423,114,313,457,230,313,770
40,871,603,129,268,603,34,270,95,32,873,95,127
41,429,187,571,242,187,120,148,451,214,335,451,665
42,848,541,152,307,541,56,250,96,113,791,96,209
43,308,117,692,191,117,427,141,265,477,258,265,742
44,850,618,150,232,618,60,237,90,55,855,90,145
45,310,127,690,183,127,117,118,573,182,245,573,755
46,846,587,154,259,587,42,229,112,72,816,112,184
47,523,134,477,389,134,261,133,216,517,267,216,733
48,762,619,238,143,619,120,224,118,39,843,118,157
49,324,198,676,126,198,302,196,374,232,394,374,606
50,826,554,174,272,554,73,229,101,116,783,101,217
51,355,135,645,220,135,373,115,272,478,250,272,750
52,851,617,149,234,617,59,240,90,53,857,90,143
53,328,146,672,182,146,185,134,487,233,280,487,720
54,846,537,154,309,537,58,277,96,90,814,96,186
55,369,141,631,228,141,404,141,227,491,282,227,718
56,837,630,163,207,630,48,208,115,47,838,115,162
57,314,154,686,160,154,189,122,497,227,276,497,724
58,841,562,159,279,562,53,248,106,84,810,106,190
59,394,129,606,265,129,353,127,253,491,256,253,744
60,833,599,167,234,599,62,244,105,52,843,105,157
61,372,191,628,181,191,196,166,432,211,357,432,643
62,817,509,183,308,509,76,266,107,118,775,107,225
63,356,144,644,212,144,404,134,240,482,278,240,722
64,837,606,163,231,606,54,240,109,45,846,109,154
65,337,149,663,188,149,192,141,471,239,290,471,710
66,821,555,179,266,555,60,237,119,89,792,119,208
67,408,137,592,271,137,329,143,263,457,280,263,720
68,822,603,178,219,603,61,214,117,66,817,117,183
69,338,164,662,174,164,292,137,370,329,301,370,699
70,817,521,183,296,521,84,263,99,117,784,99,216
71,371,148,629,223,148,351,145,278,429,293,278,707
72,819,562,181,257,562,65,244,116,78,806,116,194
73,335,143,665,192,143,302,126,363,368,269,363,731
74,828,591,172,237,591,63,220,109,80,811,109,189
75,388,160,612,228,160,293,143,319,378,303,319,697
76,789,528,211,261,528,90,242,121,109,770,121,230
77,343,133,657,210,133,332,139,325,403,272,325,728
78,843,573,157,270,573,53,246,104,77,819,104,181
79,363,153,637,210,153,293,135,344,368,288,344,712
80,804,544,196,260,544,84,233,112,111,777,112,223
81,387,168,613,219,168,333,136,280,416,304,280,696
82,782,498,218,284,498,100,268,118,116,766,118,234
83,382,185,618,197,185,275,134,343,338,319,343,681
84,766,485,234,281,485,92,236,142,137,721,142,279
85,359,158,641,201,158,354,126,287,429,284,287,716
86,836,591,164,245,591,68,237,96,76,828,96,172
87,336,165,664,171,165,285,122,379,334,287,379,713
88,800,522,200,278,522,76,229,124,125,751,124,249
89,404,165,596,239,165,296,147,300,388,312,300,688
90,768,522,232,246,522,98,226,134,118,748,134,252
91,377,182,623,195,182,329,130,294,394,312,294,688
92,783,547,217,236,547,102,212,115,126,759,115,241
93,404,180,596,224,180,273,125,323,372,305,323,695
94,775,495,225,280,495,103,243,122,140,738,122,262
95,373,193,627,180,193,321,131,306,370,324,306,676
96,778,500,222,278,500,112,240,110,150,740,110,260
97,381,169,619,212,169,345,157,274,400,326,274,674
98,754,503,246,251,503,111,209,135,153,712,135,288
99,410,207,590,203,207,285,133,305,355,340,305,660
