,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,204,79,796,125,79,680,109,116,696,188,116,812
1,845,438,155,407,438,97,404,58,100,842,58,158
2,723,603,277,120,603,135,112,142,143,715,142,285
3,642,495,358,147,495,124,121,234,150,616,234,384
4,260,101,740,159,101,123,119,617,163,220,617,780
5,857,621,143,236,621,81,231,62,86,852,62,148
6,736,541,264,195,541,120,175,144,140,716,144,284
7,568,358,432,210,358,144,174,288,180,532,288,468
8,552,342,448,210,342,148,171,300,187,513,300,487
9,611,381,389,230,381,120,176,269,174,557,269,443
10,438,240,562,198,240,138,157,424,179,397,424,603
11,810,510,190,300,510,95,245,95,150,755,95,245
12,281,129,719,152,129,144,102,575,194,231,575,769
13,851,581,149,270,581,76,248,73,98,829,73,171
14,694,451,306,243,451,143,203,163,183,654,163,346
15,594,302,406,292,302,150,158,256,284,460,256,540
16,582,319,418,263,319,162,195,256,230,514,256,486
17,575,325,425,250,325,162,170,263,242,495,263,505
18,574,291,426,283,291,150,181,276,252,472,276,528
19,593,324,407,269,324,170,187,237,252,511,237,489
20,540,297,460,243,297,183,156,277,270,453,277,547
21,624,352,376,272,352,172,207,204,237,559,204,441
22,521,270,479,251,270,189,140,290,300,410,290,590
23,647,390,353,257,390,171,206,182,222,596,182,404
24,505,265,495,240,265,201,153,294,288,418,294,582
25,607,359,393,248,359,191,198,202,241,557,202,443
26,528,271,472,257,271,217,174,255,300,445,255,555
27,582,331,418,251,331,199,213,219,237,544,219,456
28,528,277,472,251,277,226,176,246,301,453,246,547
29,602,344,398,258,344,200,198,198,260,542,198,458
30,517,283,483,234,283,236,155,247,315,438,247,562
31,581,359,419,222,359,218,198,201,242,557,201,443
32,526,257,474,269,257,232,189,242,312,446,242,554
33,582,349,418,233,349,214,195,204,252,544,204,456
34,507,272,493,235,272,240,165,253,310,437,253,563
35,600,355,400,245,355,191,213,209,223,568,209,432
36,518,273,482,245,273,253,175,229,323,448,229,552
37,580,349,420,231,349,210,181,210,260,530,210,470
38,510,266,490,244,266,236,178,254,302,444,254,556
39,571,300,429,271,300,223,223,206,271,523,206,477
40,527,290,473,237,290,260,177,213,320,467,213,533
41,596,343,404,253,343,211,210,193,254,553,193,447
42,464,245,536,219,245,278,163,258,334,408,258,592
43,645,379,355,266,379,183,215,172,234,594,172,406
44,485,267,515,218,267,269,156,246,331,423,246,577
45,631,380,369,251,380,181,194,188,238,574,188,426
46,518,282,482,236,282,240,168,242,308,450,242,550
47,584,352,416,232,352,206,208,210,230,560,210,440
48,504,260,496,244,260,257,164,239,337,424,239,576
49,602,369,398,233,369,201,201,197,233,570,197,430
50,501,273,499,228,273,258,167,241,319,440,241,560
51,573,340,427,233,340,224,224,203,233,564,203,436
52,538,270,462,268,270,246,188,216,326,458,216,542
53,539,318,461,221,318,248,200,213,269,518,213,482
54,535,298,465,237,298,228,174,237,291,472,237,528
55,570,299,430,271,299,241,197,189,315,496,189,504
56,512,272,488,240,272,274,203,214,311,475,214,525
57,564,322,436,242,322,211,186,225,267,508,225,492
58,513,262,487,251,262,258,189,229,320,451,229,549
59,573,321,427,252,321,237,219,190,270,540,190,460
60,491,280,509,211,280,272,165,237,318,445,237,555
61,603,361,397,242,361,200,192,197,250,553,197,447
62,517,294,483,223,294,247,163,236,307,457,236,543
63,556,304,444,252,304,219,204,225,267,508,225,492
64,554,315,446,239,315,250,169,196,320,484,196,516
65,535,315,465,220,315,245,199,220,266,514,220,486
66,520,267,480,253,267,248,177,232,324,444,232,556
67,582,321,418,261,321,217,218,201,260,539,201,461
68,522,278,478,244,278,248,175,230,317,453,230,547
69,554,317,446,237,317,253,204,193,286,521,193,479
70,531,305,469,226,305,236,164,233,298,469,233,531
71,543,306,457,237,306,243,199,214,281,505,214,495
72,520,299,480,221,299,249,173,231,297,472,231,528
73,567,310,433,257,310,244,207,189,294,517,189,483
74,523,313,477,210,313,258,170,219,298,483,219,517
75,563,315,437,248,315,233,197,204,284,512,204,488
76,525,279,475,246,279,254,181,221,319,460,221,540
77,525,299,475,226,299,257,192,218,291,491,218,509
78,576,331,424,245,331,221,174,203,292,505,203,495
79,524,294,476,230,294,261,176,215,315,470,215,530
80,553,328,447,225,328,235,194,212,266,522,212,478
81,537,305,463,232,305,254,178,209,308,483,209,517
82,532,302,468,230,302,242,205,226,267,507,226,493
83,549,305,451,244,305,217,175,234,286,480,234,520
84,514,306,486,208,306,266,191,220,283,497,220,503
85,551,304,449,247,304,239,187,210,299,491,210,509
86,551,308,449,243,308,247,197,202,293,505,202,495
87,525,271,475,254,271,274,187,201,341,458,201,542
88,571,350,429,221,350,225,176,204,270,526,204,474
89,534,289,466,245,289,254,184,212,315,473,212,527
90,541,315,459,226,315,220,202,239,244,517,239,483
91,545,298,455,247,298,252,170,203,329,468,203,532
92,510,297,490,213,297,232,189,258,256,486,258,514
93,555,307,445,248,307,240,188,205,300,495,205,505
94,521,299,479,222,299,263,190,216,295,489,216,511
95,568,327,432,241,327,220,197,212,264,524,212,476
96,515,270,485,245,270,257,180,228,322,450,228,550
97,585,341,415,244,341,224,202,191,266,543,191,457
98,504,269,496,235,269,249,161,247,323,430,247,570
99,580,348,420,232,348,242,212,178,262,560,178,440
