,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,217,81,783,136,81,672,104,111,704,185,111,815
1,850,441,150,409,441,88,396,62,101,837,62,163
2,721,593,279,128,593,111,110,168,129,703,168,297
3,621,482,379,139,482,134,131,245,142,613,245,387
4,268,117,732,151,117,112,118,620,145,235,620,765
5,871,656,129,215,656,64,183,65,96,839,65,161
6,703,494,297,209,494,131,187,166,153,681,166,319
7,612,376,388,236,376,132,218,256,150,594,256,406
8,387,227,613,160,227,141,151,472,150,378,472,622
9,814,519,186,295,519,105,263,81,137,782,81,218
10,368,224,632,144,224,139,118,493,165,342,493,658
11,826,536,174,290,536,92,268,82,114,804,82,196
12,420,240,580,180,240,152,143,428,189,383,428,617
13,799,515,201,284,515,104,235,97,153,750,97,250
14,358,170,642,188,170,154,113,488,229,283,488,717
15,830,568,170,262,568,97,242,73,117,810,73,190
16,590,274,410,316,274,154,144,256,326,418,256,582
17,631,397,369,234,397,188,232,181,190,629,181,371
18,503,232,497,271,232,176,142,321,305,374,321,626
19,661,410,339,251,410,169,247,170,173,657,170,343
20,488,225,512,263,225,198,155,314,306,380,314,620
21,664,368,336,296,368,170,239,166,227,607,166,393
22,478,233,522,245,233,204,139,318,310,372,318,628
23,668,387,332,281,387,169,239,163,211,626,163,374
24,497,249,503,248,249,205,147,298,306,396,298,604
25,638,357,362,281,357,183,215,179,249,572,179,428
26,500,246,500,254,246,238,165,262,327,411,262,589
27,628,376,372,252,376,194,215,178,231,591,178,409
28,485,255,515,230,255,250,147,265,333,402,265,598
29,607,346,393,261,346,191,219,202,233,565,202,435
30,497,268,503,229,268,265,169,238,325,437,238,563
31,595,350,405,245,350,214,198,191,261,548,191,452
32,509,261,491,248,261,260,176,231,332,437,231,563
33,606,362,394,244,362,188,206,206,226,568,206,432
34,473,240,527,233,240,256,154,271,335,394,271,606
35,640,377,360,263,377,188,231,172,220,608,172,392
36,469,252,531,217,252,280,161,251,336,413,251,587
37,624,372,376,252,372,198,206,178,244,578,178,422
38,502,262,498,240,262,243,179,255,304,441,255,559
39,641,389,359,252,389,199,189,160,262,578,160,422
40,465,233,535,232,233,250,152,285,330,385,285,615
41,628,351,372,277,351,192,217,180,252,568,180,432
42,481,243,519,238,243,265,186,254,317,429,254,571
43,598,344,402,254,344,205,192,197,267,536,197,464
44,494,260,506,234,260,261,176,245,319,436,245,564
45,583,334,417,249,334,223,206,194,266,540,194,460
46,509,290,491,219,290,273,145,218,347,435,218,565
47,597,342,403,255,342,216,215,187,256,557,187,443
48,524,290,476,234,290,239,156,237,317,446,237,554
49,554,312,446,242,312,246,232,200,256,544,200,456
50,489,244,511,245,244,251,162,260,334,406,260,594
51,585,367,415,218,367,213,197,202,234,564,202,436
52,508,267,492,241,267,266,168,226,339,435,226,565
53,609,341,391,268,341,203,220,188,251,561,188,439
54,455,264,545,191,264,265,138,280,318,402,280,598
55,644,371,356,273,371,188,228,168,233,599,168,401
56,507,280,493,227,280,262,162,231,327,442,231,558
57,566,328,434,238,328,234,199,200,273,527,200,473
58,520,288,480,232,288,253,161,227,324,449,227,551
59,586,355,414,231,355,233,211,181,253,566,181,434
60,490,240,510,250,240,260,164,250,346,404,250,596
61,602,363,398,239,363,220,213,178,246,576,178,424
62,497,278,503,219,278,253,151,250,321,429,250,571
63,582,343,418,239,343,244,220,174,263,563,174,437
64,513,296,487,217,296,255,164,232,308,460,232,540
65,599,355,401,244,355,200,203,201,241,558,201,442
66,468,237,532,231,237,297,164,235,364,401,235,599
67,610,368,390,242,368,199,199,191,242,567,191,433
68,477,277,523,200,277,281,157,242,324,434,242,566
69,593,338,407,255,338,211,216,196,250,554,196,446
70,483,272,517,211,272,270,162,247,319,434,247,566
71,630,385,370,245,385,190,186,180,249,571,180,429
72,502,284,498,218,284,266,159,232,325,443,232,557
73,570,333,430,237,333,230,210,200,257,543,200,457
74,487,259,513,228,259,237,156,276,309,415,276,585
75,605,356,395,249,356,233,220,162,262,576,162,424
76,514,283,486,231,283,252,168,234,315,451,234,549
77,571,335,429,236,335,227,220,202,243,555,202,445
78,517,281,483,236,281,259,166,224,329,447,224,553
79,572,321,428,251,321,241,212,187,280,533,187,467
80,523,301,477,222,301,275,180,202,317,481,202,519
81,589,345,411,244,345,222,189,189,277,534,189,466
82,501,295,499,206,295,260,155,239,311,450,239,550
83,576,309,424,267,309,229,198,195,298,507,195,493
84,488,270,512,218,270,272,195,240,295,465,240,535
85,562,305,438,257,305,237,201,201,293,506,201,494
86,514,276,486,238,276,266,196,220,308,472,220,528
87,574,342,426,232,342,214,171,212,275,513,212,487
88,514,284,486,230,284,270,174,216,326,458,216,542
89,546,309,454,237,309,243,198,211,282,507,211,493
90,548,307,452,241,307,243,168,209,316,475,209,525
91,523,294,477,229,294,254,193,223,290,487,223,513
92,538,321,462,217,321,265,193,197,289,514,197,486
93,493,263,507,230,263,270,185,237,315,448,237,552
94,605,368,395,237,368,218,192,177,263,560,177,440
95,498,278,502,220,278,239,148,263,311,426,263,574
96,609,340,391,269,340,220,226,171,263,566,171,434
97,503,288,497,215,288,262,162,235,315,450,235,550
98,586,324,414,262,324,204,219,210,247,543,210,457
99,449,229,551,220,229,313,182,238,351,411,238,589
