,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,189,51,811,138,51,694,87,117,745,138,117,862
1,847,426,153,421,426,96,402,57,115,828,57,172
2,692,578,308,114,578,105,102,203,117,680,203,320
3,732,597,268,135,597,92,119,176,108,716,176,284
4,532,399,468,133,399,114,105,354,142,504,354,496
5,709,515,291,194,515,107,163,184,138,678,184,322
6,199,73,801,126,73,118,98,683,146,171,683,829
7,846,574,154,272,574,58,255,96,75,829,96,171
8,714,524,286,190,524,117,182,169,125,706,169,294
9,723,476,277,247,476,134,220,143,161,696,143,304
10,686,414,314,272,414,139,243,175,168,657,175,343
11,593,388,407,205,388,133,183,274,155,571,274,429
12,499,322,501,177,322,156,163,345,170,485,345,515
13,697,429,303,268,429,133,212,170,189,641,170,359
14,386,227,614,159,227,147,127,467,179,354,467,646
15,808,512,192,296,512,98,266,94,128,778,94,222
16,413,236,587,177,236,140,149,447,168,385,447,615
17,789,470,211,319,470,95,269,116,145,739,116,261
18,431,252,569,179,252,155,150,414,184,402,414,598
19,767,478,233,289,478,110,227,123,172,705,123,295
20,388,204,612,184,204,149,108,463,225,312,463,688
21,820,523,180,297,523,84,264,96,117,787,96,213
22,461,226,539,235,226,144,131,395,248,357,395,643
23,730,447,270,283,447,116,231,154,168,678,154,322
24,515,233,485,282,233,166,135,319,313,368,319,632
25,633,403,367,230,403,167,214,200,183,617,200,383
26,487,232,513,255,232,217,165,296,307,397,296,603
27,634,340,366,294,340,181,243,185,232,583,185,417
28,499,258,501,241,258,222,159,279,304,417,279,583
29,614,347,386,267,347,205,218,181,254,565,181,435
30,492,250,508,242,250,235,153,273,324,403,273,597
31,653,404,347,249,404,165,212,182,202,616,182,384
32,466,238,534,228,238,262,154,272,336,392,272,608
33,652,334,348,318,334,163,230,185,251,564,185,436
34,521,273,479,248,273,248,187,231,309,460,231,540
35,569,324,431,245,324,211,193,220,263,517,220,483
36,509,261,491,248,261,268,178,223,338,439,223,561
37,589,336,411,253,336,214,221,197,246,557,197,443
38,496,270,504,226,270,247,151,257,322,421,257,579
39,616,353,384,263,353,201,231,183,233,584,183,416
40,440,220,560,220,220,266,151,294,335,371,294,629
41,680,395,320,285,395,152,230,168,207,625,168,375
42,469,265,531,204,265,287,163,244,328,428,244,572
43,612,363,388,249,363,202,205,186,246,568,186,432
44,466,245,534,221,245,271,157,263,335,402,263,598
45,643,377,357,266,377,185,221,172,230,598,172,402
46,476,246,524,230,246,288,178,236,340,424,236,576
47,621,349,379,272,349,205,210,174,267,559,174,441
48,509,275,491,234,275,228,138,263,324,413,263,587
49,587,345,413,242,345,228,208,185,262,553,185,447
50,494,272,506,222,272,253,167,253,308,439,253,561
51,601,344,399,257,344,218,198,181,277,542,181,458
52,457,236,543,221,236,288,172,255,337,408,255,592
53,639,356,361,283,356,172,221,189,234,577,189,423
54,488,258,512,230,258,255,166,257,319,424,257,576
55,610,358,390,252,358,210,209,180,253,567,180,433
56,449,239,551,210,239,297,178,254,329,417,254,583
57,626,366,374,260,366,177,205,197,232,571,197,429
58,484,255,516,229,255,246,152,270,323,407,270,593
59,623,355,377,268,355,194,217,183,245,572,183,428
60,486,256,514,230,256,265,147,249,348,403,249,597
61,627,363,373,264,363,204,248,169,220,611,169,389
62,478,255,522,223,255,281,154,241,350,409,241,591
63,606,350,394,256,350,217,229,177,244,579,177,421
64,487,239,513,248,239,251,171,262,328,410,262,590
65,575,326,425,249,326,223,230,202,242,556,202,444
66,489,261,511,228,261,274,166,237,336,427,237,573
67,612,355,388,257,355,226,210,162,273,565,162,435
68,488,282,512,206,282,255,152,257,309,434,257,566
69,578,319,422,259,319,241,212,181,288,531,181,469
70,507,274,493,233,274,270,162,223,341,436,223,564
71,583,330,417,253,330,231,231,186,253,561,186,439
72,490,248,510,242,248,276,182,234,336,430,234,570
73,589,336,411,253,336,247,219,164,281,555,164,445
74,483,270,517,213,270,270,176,247,307,446,247,554
75,605,339,395,266,339,217,216,178,267,555,178,445
76,489,276,511,213,276,294,155,217,352,431,217,569
77,592,334,408,258,334,183,216,225,225,550,225,450
78,488,241,512,247,241,272,171,240,348,412,240,588
79,618,347,382,271,347,205,230,177,246,577,177,423
80,448,264,552,184,264,287,137,265,334,401,265,599
81,630,340,370,290,340,183,230,187,243,570,187,430
82,435,241,565,194,241,288,179,277,303,420,277,580
83,610,330,390,280,330,196,218,194,258,548,194,452
84,477,271,523,206,271,260,155,263,311,426,263,574
85,604,328,396,276,328,229,233,167,272,561,167,439
86,496,263,504,233,263,277,170,227,340,433,227,567
87,603,338,397,265,338,231,222,166,274,560,166,440
88,493,287,507,206,287,262,144,245,324,431,245,569
89,600,323,400,277,323,221,224,179,274,547,179,453
90,501,291,499,210,291,253,169,246,294,460,246,540
91,552,318,448,234,318,253,186,195,301,504,195,496
92,545,315,455,230,315,243,167,212,306,482,212,518
93,507,286,493,221,286,263,185,230,299,471,230,529
94,579,323,421,256,323,243,211,178,288,534,178,466
95,490,277,510,213,277,284,161,226,336,438,226,562
96,583,310,417,273,310,226,235,191,264,545,191,455
97,494,275,506,219,275,290,160,216,349,435,216,565
98,590,357,410,233,357,204,187,206,250,544,206,456
99,503,292,497,211,292,261,149,236,323,441,236,559
